1-199 equipable items, 200- potions, 300- scrolls, 400-books, 500- artifacts, 600 quest items 700- message scrolls ;;;;;;;;;;;;;;;;
Item #;Pic File;Name;Value;Equip Stat;Skill Group;Mod1;Mod2;material;ID/Rep/St;Not identified name;Sprite Index;VarA;VarB;Equip X;Equip Y;Notes
742;item265;Blackmail Letter;0;Mscroll;Misc;0;0;0;0;Letter;86;0;0;0;0;Quest Item: A letter from Elgar Fellmoon to Arion Hunter.  (To read the letter, pick it up and right-click over a character's portrait.)
743;item199;Journal Scrap;0;Mscroll;Misc;0;0;0;0;Journal Scrap;86;0;0;0;0;A page from an otherwise ruined journal found in an abandoned camp in Alvar. (To read, pick it up and right-click over a character's portrait.)
744;item207;History of the Vault of Time;0;Mscroll;Misc;0;0;0;0;History Book;78;0;0;0;0;A book about The Vault of Time. (To read, pick it up and right-click over a character's portrait.)
745;item199;Dagger Wound Oddities;0;Mscroll;Misc;0;0;0;0;Journal Notes;86;0;0;0;0;Journal notes written in Frederick Talimere's hand. (To read, pick it up and right-click over a character's portrait.)
746;item265;Letter to Arion Hunter;0;Mscroll;Misc;0;0;0;0;Letter;86;0;0;0;0;A letter to Arion Hunter from Zog (To read, pick it up and right-click over a character's portrait.)
747;item265;Page Torn from a Book;0;Mscroll;Misc;0;0;0;0;Torn Page;77;0;0;0;0;A page torn from a book. You found it in the Merchant House Library. (To read, pick it up and right-click over a character's portrait.)
748;item199;Notes - Emergency Meeting;0;Mscroll;Misc;0;0;0;0;Notes;77;0;0;0;0;A rolled parchment of hastily scrawled notes. (To read, pick up the scroll and right-click over a character's portrait.)
749;item199;Cannon Design Notes;0;Mscroll;Misc;0;0;0;0;Notes;77;0;0;0;0;Notes you found in the Regnan fortress. (To read, pick up the scroll and right-click over a character's portrait.)
750;item202;Old Scroll;0;Mscroll;Misc;0;0;0;0;Scroll;77;0;0;0;0;The scroll you found in the Abandoned Temple seems centuries old. (To read, pick it up and right-click over a character's portrait.)
751;null;message scroll 751;0;0;0;0;0;0;0;0;1;0;0;0;0;0
752;null;message scroll 752;0;0;0;0;0;0;0;0;1;0;0;0;0;0
753;null;message scroll 753;0;0;0;0;0;0;0;0;1;0;0;0;0;0
754;null;message scroll 754;0;0;0;0;0;0;0;0;1;0;0;0;0;0
755;null;message scroll 755;0;0;0;0;0;0;0;0;1;0;0;0;0;0
756;null;message scroll 756;0;0;0;0;0;0;0;0;1;0;0;0;0;0
757;null;message scroll 757;0;0;0;0;0;0;0;0;1;0;0;0;0;0
758;null;message scroll 758;0;0;0;0;0;0;0;0;1;0;0;0;0;0
759;null;message scroll 759;0;0;0;0;0;0;0;0;1;0;0;0;0;0
760;null;message scroll 760;0;0;0;0;0;0;0;0;1;0;0;0;0;0
761;null;message scroll 761;0;0;0;0;0;0;0;0;1;0;0;0;0;0
762;null;message scroll 762;0;0;0;0;0;0;0;0;1;0;0;0;0;0
763;null;message scroll 763;0;0;0;0;0;0;0;0;1;0;0;0;0;0
764;null;message scroll 764;0;0;0;0;0;0;0;0;1;0;0;0;0;0
765;null;message scroll 765;0;0;0;0;0;0;0;0;1;0;0;0;0;0
766;null;message scroll 766;0;0;0;0;0;0;0;0;1;0;0;0;0;0
767;null;message scroll 767;0;0;0;0;0;0;0;0;1;0;0;0;0;0
768;null;message scroll 768;0;0;0;0;0;0;0;0;1;0;0;0;0;0
769;null;message scroll 769;0;0;0;0;0;0;0;0;1;0;0;0;0;0
770;null;message scroll 770;0;0;0;0;0;0;0;0;1;0;0;0;0;0
771;null;message scroll 771;0;0;0;0;0;0;0;0;1;0;0;0;0;0
772;null;message scroll 772;0;0;0;0;0;0;0;0;1;0;0;0;0;0
773;null;message scroll 773;0;0;0;0;0;0;0;0;1;0;0;0;0;0
774;null;message scroll 774;0;0;0;0;0;0;0;0;1;0;0;0;0;0
775;null;message scroll 775;0;0;0;0;0;0;0;0;1;0;0;0;0;0
776;null;message scroll 776;0;0;0;0;0;0;0;0;1;0;0;0;0;0
777;null;message scroll 777;0;0;0;0;0;0;0;0;1;0;0;0;0;0
778;null;message scroll 778;0;0;0;0;0;0;0;0;1;0;0;0;0;0
779;null;message scroll 779;0;0;0;0;0;0;0;0;1;0;0;0;0;0
780;null;message scroll 780;0;0;0;0;0;0;0;0;1;0;0;0;0;0
781;null;message scroll 781;0;0;0;0;0;0;0;0;1;0;0;0;0;0
782;null;message scroll 782;0;0;0;0;0;0;0;0;1;0;0;0;0;0
783;null;message scroll 783;0;0;0;0;0;0;0;0;1;0;0;0;0;0
784;null;message scroll 784;0;0;0;0;0;0;0;0;1;0;0;0;0;0
785;null;message scroll 785;0;0;0;0;0;0;0;0;1;0;0;0;0;0
786;null;message scroll 786;0;0;0;0;0;0;0;0;1;0;0;0;0;0
787;null;message scroll 787;0;0;0;0;0;0;0;0;1;0;0;0;0;0
788;null;message scroll 788;0;0;0;0;0;0;0;0;1;0;0;0;0;0
789;null;message scroll 789;0;0;0;0;0;0;0;0;1;0;0;0;0;0
790;null;message scroll 790;0;0;0;0;0;0;0;0;1;0;0;0;0;0
791;null;message scroll 791;0;0;0;0;0;0;0;0;1;0;0;0;0;0
792;null;message scroll 792;0;0;0;0;0;0;0;0;1;0;0;0;0;0
793;null;message scroll 793;0;0;0;0;0;0;0;0;1;0;0;0;0;0
794;null;message scroll 794;0;0;0;0;0;0;0;0;1;0;0;0;0;0
795;null;message scroll 795;0;0;0;0;0;0;0;0;1;0;0;0;0;0
796;null;message scroll 796;0;0;0;0;0;0;0;0;1;0;0;0;0;0
797;null;message scroll 797;0;0;0;0;0;0;0;0;1;0;0;0;0;0
798;null;message scroll 798;0;0;0;0;0;0;0;0;1;0;0;0;0;
799;null;message scroll 799;0;0;0;0;0;0;0;0;1;0;0;0;0;
800;item323;Wheel of Frelandeau;0;0;0;0;0;0;0;Wheel of Frelandeau;129;0;0;0;0;A wheel of prized unicorn's-milk frelandeau cheese. Sliced onto crackers, it is the perfect compliment to a snifter of fine tobersk brandy.
801;item324;Log of Eldenbrie;0;0;0;0;0;0;0;Log of Eldenbrie;130;0;0;0;0;A log of Vori eldenbrie cheese. Though many have tried to duplicate its subtle, smoky flavor, only the master Frost Giant cheese masters of the frozen Vori wastes know the secrets of its formulation.
802;item325;Ball of Dunduck;0;0;0;0;0;0;0;Ball of Dunduck;131;0;0;0;0;A ball of dunduck cheese. Made in small batches by the goblins of Erathia, most consider it an acquired taste.
